solicitation_number,title,agency,docname,document_token,attempted_url,resolved_url,downloaded,parsed,parse_elapsed_s,parse_error,extracted_text_len,sha256,bytes,pdf_path,http_status,content_type,stage,ok
DCKA-2020-B-0045,Pennsylvania Avenue SE 2nd and 14th Street Light Upgrade,DDOT,DCKA-2020-B-0045_Amd3.pdf,RENLQS0yMDIwLUItMDA0NcKmezIwM0I0Njc1LTAwMDAtQzMxOC05Njc5LUMzNTlFMjgzODI3Qn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NcKmezIwM0I0Njc1LTAwMDAtQzMxOC05Njc5LUMzNTlFMjgzODI3Qn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NcKmezIwM0I0Njc1LTAwMDAtQzMxOC05Njc5LUMzNTlFMjgzODI3Qn0=,True,False,9.192,parse_timeout>8.0s,0.0,94d114667c65249b1d96ae41aac3453df0ea6114d089f682cb3bb5a4679a3550,630897.0,data\raw\dc_pass_docs\DCKA-2020-B-0045_Amd3.pdf,,,,
DCKA-2020-B-0045,Pennsylvania Avenue SE 2nd and 14th Street Light Upgrade,DDOT,DCKA-2020-B-0045_Amd1.pdf,RENLQS0yMDIwLUItMDA0NcKmezMwMzg0Njc1LTAwMDAtQzMxMC1BQzg4LThFOEM1MzZBM0QzMX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NcKmezMwMzg0Njc1LTAwMDAtQzMxMC1BQzg4LThFOEM1MzZBM0QzMX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NcKmezMwMzg0Njc1LTAwMDAtQzMxMC1BQzg4LThFOEM1MzZBM0QzMX0=,True,True,1.436,,3608.0,00f93c7e19324a8cc38e0c1234dc19bd215e105846a6700410e48c91df2fe678,211178.0,data\raw\dc_pass_docs\DCKA-2020-B-0045_Amd1.pdf,,,,
DCKA-2020-B-0045,Pennsylvania Avenue SE 2nd and 14th Street Light Upgrade,DDOT,DCKA-2020-B-0045_Att1.pdf,RENLQS0yMDIwLUItMDA0NcKmezkwMzk0Njc1LTAwMDAtQzkxNy1BRjM0LTVFNkNFNUJDODIzMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NcKmezkwMzk0Njc1LTAwMDAtQzkxNy1BRjM0LTVFNkNFNUJDODIzMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NcKmezkwMzk0Njc1LTAwMDAtQzkxNy1BRjM0LTVFNkNFNUJDODIzMn0=,True,False,9.33,parse_timeout>8.0s,0.0,6d9f1cae9e4b7cd559713d5b0733d0c41b02f457f45a8aa3519c3506b073b26f,925654.0,data\raw\dc_pass_docs\DCKA-2020-B-0045_Att1.pdf,,,,
DCKA-2020-B-0045,Pennsylvania Avenue SE 2nd and 14th Street Light Upgrade,DDOT,DCKA-2020-B-0045_Amd2.pdf,RENLQS0yMDIwLUItMDA0NcKmezMwM0E0Njc1LTAwMDAtQzkxNi04MTY4LTRCNkQxMDRCNERGQ30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NcKmezMwM0E0Njc1LTAwMDAtQzkxNi04MTY4LTRCNkQxMDRCNERGQ30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NcKmezMwM0E0Njc1LTAwMDAtQzkxNi04MTY4LTRCNkQxMDRCNERGQ30=,True,False,9.237,parse_timeout>8.0s,0.0,adc6bf5beb49c9b9c8dc36ed6217b5407692e3a253a81b4c1e20a57c89deab62,296703.0,data\raw\dc_pass_docs\DCKA-2020-B-0045_Amd2.pdf,,,,
DCKA-2020-Q-0048,FY20 Architect-Engineer (A/E) Schedule,DDOT,DCKA-2020-Q-0048_Amd5.pdf,RENLQS0yMDIwLVEtMDA0OMKme0MwM0E0Njc1LTAwMDAtQzIxNS1BMDI1LTNERjAzQkFCNkQ4RX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKme0MwM0E0Njc1LTAwMDAtQzIxNS1BMDI1LTNERjAzQkFCNkQ4RX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKme0MwM0E0Njc1LTAwMDAtQzIxNS1BMDI1LTNERjAzQkFCNkQ4RX0=,True,False,1.355,cryptography>=3.1 is required for AES algorithm,0.0,05aed97a76335004d1b9985bfbcbb912720fbb558375476dc0e4f50f01cd1bfe,1807302.0,data\raw\dc_pass_docs\DCKA-2020-Q-0048_Amd5.pdf,,,,
DCKA-2020-Q-0048,FY20 Architect-Engineer (A/E) Schedule,DDOT,DCKA-2020-Q-0048_Amd4.pdf,RENLQS0yMDIwLVEtMDA0OMKmezEwMzk0Njc1LTAwMDAtQ0UxNi1CQjBCLUYxRjQ2MDRFRUVEMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKmezEwMzk0Njc1LTAwMDAtQ0UxNi1CQjBCLUYxRjQ2MDRFRUVEMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKmezEwMzk0Njc1LTAwMDAtQ0UxNi1CQjBCLUYxRjQ2MDRFRUVEMn0=,True,False,1.318,cryptography>=3.1 is required for AES algorithm,0.0,e00aeae45716ed8b4af16b76e0bba9e89b4be2e0802f1c9a2d89dd6ae1bbfd4e,1195678.0,data\raw\dc_pass_docs\DCKA-2020-Q-0048_Amd4.pdf,,,,
DCKA-2020-Q-0048,FY20 Architect-Engineer (A/E) Schedule,DDOT,DCKA-2020-Q-0048_Amd1.pdf,RENLQS0yMDIwLVEtMDA0OMKme0YwMzQ0Njc1LTAwMDAtQ0YxNS04ODQ0LUI0QjQ3MzgzQzVBMH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKme0YwMzQ0Njc1LTAwMDAtQ0YxNS04ODQ0LUI0QjQ3MzgzQzVBMH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKme0YwMzQ0Njc1LTAwMDAtQ0YxNS04ODQ0LUI0QjQ3MzgzQzVBMH0=,True,True,1.464,,5316.0,3ac68dbcef96619b843def81d62435be6884af0b47c24cd5f3ff9e74aed4f542,1391101.0,data\raw\dc_pass_docs\DCKA-2020-Q-0048_Amd1.pdf,,,,
DCKA-2020-Q-0048,FY20 Architect-Engineer (A/E) Schedule,DDOT,DCKA-2020-Q-0048_Amd2.pdf,RENLQS0yMDIwLVEtMDA0OMKme0MwMzY0Njc1LTAwMDAtQ0UxOS04NEVBLTQ1RjQxNzAyNEI1OX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKme0MwMzY0Njc1LTAwMDAtQ0UxOS04NEVBLTQ1RjQxNzAyNEI1OX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKme0MwMzY0Njc1LTAwMDAtQ0UxOS04NEVBLTQ1RjQxNzAyNEI1OX0=,True,False,9.273,parse_timeout>8.0s,0.0,ded8fa1e51da6b9f439faaa440939e6eb2d8a2f4dd8c09ee64435365312d4131,4504209.0,data\raw\dc_pass_docs\DCKA-2020-Q-0048_Amd2.pdf,,,,
DCKA-2020-Q-0048,FY20 Architect-Engineer (A/E) Schedule,DDOT,DCKA-2020-Q-0048_Amd3.pdf,RENLQS0yMDIwLVEtMDA0OMKmezcwMzc0Njc1LTAwMDAtQ0MxQy05MzdFLTU2MDA2NTZGMzhDMH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKmezcwMzc0Njc1LTAwMDAtQ0MxQy05MzdFLTU2MDA2NTZGMzhDMH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLVEtMDA0OMKmezcwMzc0Njc1LTAwMDAtQ0MxQy05MzdFLTU2MDA2NTZGMzhDMH0=,True,False,1.366,cryptography>=3.1 is required for AES algorithm,0.0,b0bd8d9e12739e67b3d98b94cfdd521e7324e00adb6cdcd172d519513fd433c3,876026.0,data\raw\dc_pass_docs\DCKA-2020-Q-0048_Amd3.pdf,,,,
DCKA-2020-B-0007,"Southern Avenue from Barnaby Rd, SE to UMC Campus",DDOT,DCKA-2020-B-0007_Amd4.pdf,RENLQS0yMDIwLUItMDAwN8KmezQwNDVERjczLTAwMDAtQzcxNS1CNkQ5LTI2OTY2Qjg4OEVDQn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8KmezQwNDVERjczLTAwMDAtQzcxNS1CNkQ5LTI2OTY2Qjg4OEVDQn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8KmezQwNDVERjczLTAwMDAtQzcxNS1CNkQ5LTI2OTY2Qjg4OEVDQn0=,True,False,9.309,parse_timeout>8.0s,0.0,e83d6f7b39e89d594d8443bb91c9858978125288a268aa064aef7bcb6844f70b,280145.0,data\raw\dc_pass_docs\DCKA-2020-B-0007_Amd4.pdf,,,,
DCKA-2020-B-0007,"Southern Avenue from Barnaby Rd, SE to UMC Campus",DDOT,DCKA-2020-B-0007_Amd3.pdf,RENLQS0yMDIwLUItMDAwN8Kme0YwNjc5NzczLTAwMDAtQzAxQS1BNkVELTlBQTIxQzU1NUFFNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8Kme0YwNjc5NzczLTAwMDAtQzAxQS1BNkVELTlBQTIxQzU1NUFFNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8Kme0YwNjc5NzczLTAwMDAtQzAxQS1BNkVELTlBQTIxQzU1NUFFNX0=,True,True,1.487,,4242.0,79cc6e8a41f1d66d08aba563ef1313565231a824c282ad509a102eca4a3a6cac,229262.0,data\raw\dc_pass_docs\DCKA-2020-B-0007_Amd3.pdf,,,,
DCKA-2020-B-0007,"Southern Avenue from Barnaby Rd, SE to UMC Campus",DDOT,DCKA-2020-B-0007_Amd6.pdf,RENLQS0yMDIwLUItMDAwN8Kme0QwMzU0Njc1LTAwMDAtQzcxOC05RDZELTRGNTEwMDdBRDUxNn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8Kme0QwMzU0Njc1LTAwMDAtQzcxOC05RDZELTRGNTEwMDdBRDUxNn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8Kme0QwMzU0Njc1LTAwMDAtQzcxOC05RDZELTRGNTEwMDdBRDUxNn0=,True,True,1.629,,7914.0,f5473af9f2c979374f87247038404f0d02582883c854a7133a66cbe85e8cf5ef,575149.0,data\raw\dc_pass_docs\DCKA-2020-B-0007_Amd6.pdf,,,,
DCKA-2020-B-0007,"Southern Avenue from Barnaby Rd, SE to UMC Campus",DDOT,DCKA-2020-B-0007_Amd1.pdf,RENLQS0yMDIwLUItMDAwN8Kme0YwNjY5NzczLTAwMDAtQzExMS1CMzUwLTdBOUFDQjBBMjRCOH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8Kme0YwNjY5NzczLTAwMDAtQzExMS1CMzUwLTdBOUFDQjBBMjRCOH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8Kme0YwNjY5NzczLTAwMDAtQzExMS1CMzUwLTdBOUFDQjBBMjRCOH0=,True,True,1.4,,3887.0,5aa2ab776f568472cf92ca752f78dc83f9267f1b65c30e2a970f52027ef735ab,199215.0,data\raw\dc_pass_docs\DCKA-2020-B-0007_Amd1.pdf,,,,
DCKA-2020-B-0007,"Southern Avenue from Barnaby Rd, SE to UMC Campus",DDOT,DCKA-2020-B-0007_Amd7.pdf,RENLQS0yMDIwLUItMDAwN8KmezQwMzY0Njc1LTAwMDAtQzUxMi1BRDc4LUUwQzBDOUE2Nzc1RX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8KmezQwMzY0Njc1LTAwMDAtQzUxMi1BRDc4LUUwQzBDOUE2Nzc1RX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8KmezQwMzY0Njc1LTAwMDAtQzUxMi1BRDc4LUUwQzBDOUE2Nzc1RX0=,True,True,1.436,,3972.0,a24372e77f463263b01f59aafc54c7b8eea62d5484273487f6fbb7be66efbc31,222868.0,data\raw\dc_pass_docs\DCKA-2020-B-0007_Amd7.pdf,,,,
DCKA-2020-B-0007,"Southern Avenue from Barnaby Rd, SE to UMC Campus",DDOT,DCKA-2020-B-0007_Amd2.pdf,RENLQS0yMDIwLUItMDAwN8KmezUwNjc5NzczLTAwMDAtQ0ExNy04OTY0LUExN0JGOTAxRUYxN30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8KmezUwNjc5NzczLTAwMDAtQ0ExNy04OTY0LUExN0JGOTAxRUYxN30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDAwN8KmezUwNjc5NzczLTAwMDAtQ0ExNy04OTY0LUExN0JGOTAxRUYxN30=,True,True,1.417,,3873.0,47afe0dccb6e4d7ae7350f6ffb648682978787e84f2c0fa035a5499ad3faa675,222199.0,data\raw\dc_pass_docs\DCKA-2020-B-0007_Amd2.pdf,,,,
DCKA-2020-B-0056,"C Street, NE. Implementation",DDOT,DCKA-2020-B-0056_Amd1.pdf,RENLQS0yMDIwLUItMDA1NsKmezYwNjk5NzczLTAwMDAtQzMxNy04MzlELUE0MEVEMzkzQUMwRX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA1NsKmezYwNjk5NzczLTAwMDAtQzMxNy04MzlELUE0MEVEMzkzQUMwRX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA1NsKmezYwNjk5NzczLTAwMDAtQzMxNy04MzlELUE0MEVEMzkzQUMwRX0=,True,True,1.434,,4246.0,16f7cce1e666e2ba4b0c3dcf620edb23fc436d3f2003ee2cd742c6b28773f32c,212865.0,data\raw\dc_pass_docs\DCKA-2020-B-0056_Amd1.pdf,,,,
DCKA-2020-B-0056,"C Street, NE. Implementation",DDOT,DCKA-2020-B-0056_Amd2.pdf,RENLQS0yMDIwLUItMDA1NsKmezEwMzI0Njc1LTAwMDAtQ0YxMy1CRkI5LUE3MTQ4MUZEMzZDNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA1NsKmezEwMzI0Njc1LTAwMDAtQ0YxMy1CRkI5LUE3MTQ4MUZEMzZDNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA1NsKmezEwMzI0Njc1LTAwMDAtQ0YxMy1CRkI5LUE3MTQ4MUZEMzZDNX0=,True,True,1.433,,4164.0,cf8768436ef7a27a6166f862655b47044385af8c350dc769d308f1f4b2b25919,252566.0,data\raw\dc_pass_docs\DCKA-2020-B-0056_Amd2.pdf,,,,
DCKA-2020-B-0056,"C Street, NE. Implementation",DDOT,DCKA-2020-B-0056_Amd3.pdf,RENLQS0yMDIwLUItMDA1NsKmezIwMzM0Njc1LTAwMDAtQ0UxMi1CQkM3LUZFQkVEQjk4RkIzMX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA1NsKmezIwMzM0Njc1LTAwMDAtQ0UxMi1CQkM3LUZFQkVEQjk4RkIzMX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA1NsKmezIwMzM0Njc1LTAwMDAtQ0UxMi1CQkM3LUZFQkVEQjk4RkIzMX0=,True,False,9.205,parse_timeout>8.0s,0.0,f35c577bba08ddd163371e46e8d86b65628593ecd0b0e90e41157c142f55c97b,466202.0,data\raw\dc_pass_docs\DCKA-2020-B-0056_Amd3.pdf,,,,
DCKA-2020-B-0056,"C Street, NE. Implementation",DDOT,DCKA-2020-B-0056_Amd4.pdf,RENLQS0yMDIwLUItMDA1NsKmezYwMzU0Njc1LTAwMDAtQ0MxRC05Mjk5LUY5QkI3NTIzQzM1MX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA1NsKmezYwMzU0Njc1LTAwMDAtQ0MxRC05Mjk5LUY5QkI3NTIzQzM1MX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA1NsKmezYwMzU0Njc1LTAwMDAtQ0MxRC05Mjk5LUY5QkI3NTIzQzM1MX0=,True,True,1.42,,4772.0,d45d0c38fb0bcd450b796e07538ef4f58d2f401bdf9503294944ec61aaeeada8,234364.0,data\raw\dc_pass_docs\DCKA-2020-B-0056_Amd4.pdf,,,,
DCKA-2020-B-0046,"Construction of 16th Street, N.W. Bus Lanes from H Street, N.W. to Arkansas Avenue, N.W.",DDOT,DCKA-2020-B-0046_Amd2.pdf,RENLQS0yMDIwLUItMDA0NsKmezIwNDZERjczLTAwMDAtQ0QxMC05NEU5LThFN0FFQ0Q2MTdDMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKmezIwNDZERjczLTAwMDAtQ0QxMC05NEU5LThFN0FFQ0Q2MTdDMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKmezIwNDZERjczLTAwMDAtQ0QxMC05NEU5LThFN0FFQ0Q2MTdDMn0=,True,True,1.788,,7146.0,6113b2c71e8ae17e177cb1c0091acfb1bc75a9c7013ac6cff74524d94ca080dd,306972.0,data\raw\dc_pass_docs\DCKA-2020-B-0046_Amd2.pdf,,,,
DCKA-2020-B-0046,"Construction of 16th Street, N.W. Bus Lanes from H Street, N.W. to Arkansas Avenue, N.W.",DDOT,DCKA-2020-B-0046_Amd1.pdf,RENLQS0yMDIwLUItMDA0NsKmezgwNjY5NzczLTAwMDAtQ0IxQS04Qzg1LUZGMDA5Nzg3RkI3Qn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKmezgwNjY5NzczLTAwMDAtQ0IxQS04Qzg1LUZGMDA5Nzg3RkI3Qn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKmezgwNjY5NzczLTAwMDAtQ0IxQS04Qzg1LUZGMDA5Nzg3RkI3Qn0=,True,True,1.438,,3789.0,8e9a9888331fcc7b811433340f42185a6cb069dc8d094e89dcbb3ff2bfb52575,196124.0,data\raw\dc_pass_docs\DCKA-2020-B-0046_Amd1.pdf,,,,
DCKA-2020-B-0046,"Construction of 16th Street, N.W. Bus Lanes from H Street, N.W. to Arkansas Avenue, N.W.",DDOT,DCKA-2020-B-0046_Amd3.pdf,RENLQS0yMDIwLUItMDA0NsKmezgwMzE0Njc1LTAwMDAtQzgxNS05M0YzLTEyMjgxQ0U2NDQzNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKmezgwMzE0Njc1LTAwMDAtQzgxNS05M0YzLTEyMjgxQ0U2NDQzNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKmezgwMzE0Njc1LTAwMDAtQzgxNS05M0YzLTEyMjgxQ0U2NDQzNX0=,True,False,9.198,parse_timeout>8.0s,0.0,d251f26f962131b05c7117df70319d55398eafd1a67f9b7b0471d195853d1026,290256.0,data\raw\dc_pass_docs\DCKA-2020-B-0046_Amd3.pdf,,,,
DCKA-2020-B-0046,"Construction of 16th Street, N.W. Bus Lanes from H Street, N.W. to Arkansas Avenue, N.W.",DDOT,DCKA-2020-B-0046_Amd4.pdf,RENLQS0yMDIwLUItMDA0NsKmezkwMzI0Njc1LTAwMDAtQzgxQi05RTBDLTU2NTQ4MjdEMDY3OH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKmezkwMzI0Njc1LTAwMDAtQzgxQi05RTBDLTU2NTQ4MjdEMDY3OH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKmezkwMzI0Njc1LTAwMDAtQzgxQi05RTBDLTU2NTQ4MjdEMDY3OH0=,True,True,1.358,,3860.0,b7714d288a240754a8f86a69894548c53a7985dae7338370381f9f4a7e02fb84,211144.0,data\raw\dc_pass_docs\DCKA-2020-B-0046_Amd4.pdf,,,,
DCKA-2020-B-0046,"Construction of 16th Street, N.W. Bus Lanes from H Street, N.W. to Arkansas Avenue, N.W.",DDOT,DCKA-2020-B-0046_Amd5.pdf,RENLQS0yMDIwLUItMDA0NsKme0EwMzM0Njc1LTAwMDAtQzkxNS1CMEI1LTVGOTZGOEZBRThFOX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKme0EwMzM0Njc1LTAwMDAtQzkxNS1CMEI1LTVGOTZGOEZBRThFOX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIwLUItMDA0NsKme0EwMzM0Njc1LTAwMDAtQzkxNS1CMEI1LTVGOTZGOEZBRThFOX0=,True,False,9.191,parse_timeout>8.0s,0.0,2bcf5016f4908075321e0eef7fb37e125445608c5283ef82258c237d69d694eb,271169.0,data\raw\dc_pass_docs\DCKA-2020-B-0046_Amd5.pdf,,,,
DCKA-2022-B-0066,Lane Place Pedestrian Bridge Replacement,DDOT,DCKA-2022-B-0066_Amd4.pdf,RENLQS0yMDIyLUItMDA2NsKmezUwQjcxNTg0LTAwMDAtQzcxQS04REY1LTU5MUMyQjhGQjVBNn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIyLUItMDA2NsKmezUwQjcxNTg0LTAwMDAtQzcxQS04REY1LTU5MUMyQjhGQjVBNn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIyLUItMDA2NsKmezUwQjcxNTg0LTAwMDAtQzcxQS04REY1LTU5MUMyQjhGQjVBNn0=,True,True,1.449,,5396.0,7c3e65e2189599c34b55161ae66fbfe8918c7ad551b561bf0134c27b7ba7abd6,288419.0,data\raw\dc_pass_docs\DCKA-2022-B-0066_Amd4.pdf,,,,
DCKA-2022-B-0066,Lane Place Pedestrian Bridge Replacement,DDOT,DCKA-2022-B-0066_Amd2.pdf,RENLQS0yMDIyLUItMDA2NsKme0QwMThGQzgzLTAwMDAtQ0UxRC04OTlDLTUyMzk5Nzg4MjA3N30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIyLUItMDA2NsKme0QwMThGQzgzLTAwMDAtQ0UxRC04OTlDLTUyMzk5Nzg4MjA3N30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIyLUItMDA2NsKme0QwMThGQzgzLTAwMDAtQ0UxRC04OTlDLTUyMzk5Nzg4MjA3N30=,True,True,1.433,,5556.0,8359f1d11b3f34861a5016824e6ea98459845fdcfad376b79fb6ef24d89e67b7,291835.0,data\raw\dc_pass_docs\DCKA-2022-B-0066_Amd2.pdf,,,,
DCKA-2022-B-0066,Lane Place Pedestrian Bridge Replacement,DDOT,DCKA-2022-B-0066_Amd1.pdf,RENLQS0yMDIyLUItMDA2NsKme0MwMTlGQzgzLTAwMDAtQ0IxNi1BNkNGLUIyNkYzREMzMjUzRH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIyLUItMDA2NsKme0MwMTlGQzgzLTAwMDAtQ0IxNi1BNkNGLUIyNkYzREMzMjUzRH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIyLUItMDA2NsKme0MwMTlGQzgzLTAwMDAtQ0IxNi1BNkNGLUIyNkYzREMzMjUzRH0=,True,False,9.194,parse_timeout>8.0s,0.0,4ded2130f0037dba9ea40d8be8ffca29d9acbc8f64c7d11e6d9d17884c735e60,1166302.0,data\raw\dc_pass_docs\DCKA-2022-B-0066_Amd1.pdf,,,,
DCKA-2022-B-0066,Lane Place Pedestrian Bridge Replacement,DDOT,DCKA-2022-B-0066_Amd3.pdf,RENLQS0yMDIyLUItMDA2NsKme0UwQjYxNTg0LTAwMDAtQzAxNC1BNEI3LTJBNjhCQjBBNzI3Q30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIyLUItMDA2NsKme0UwQjYxNTg0LTAwMDAtQzAxNC1BNEI3LTJBNjhCQjBBNzI3Q30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIyLUItMDA2NsKme0UwQjYxNTg0LTAwMDAtQzAxNC1BNEI3LTJBNjhCQjBBNzI3Q30=,True,True,1.442,,3412.0,cb123d3c53506f03d79295a1b0519596d42590281075455d2bf171555706b467,250167.0,data\raw\dc_pass_docs\DCKA-2022-B-0066_Amd3.pdf,,,,
DCKA-2021-B-0009,ITS Systems Maintenance,DDOT,DCKA-2021-B-0009_Cancel.pdf,RENLQS0yMDIxLUItMDAwOcKmezIwMTZBNThCLTAwMDAtQ0ExNy04N0I2LTdCQzUwRjhFRDRERn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIxLUItMDAwOcKmezIwMTZBNThCLTAwMDAtQ0ExNy04N0I2LTdCQzUwRjhFRDRERn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIxLUItMDAwOcKmezIwMTZBNThCLTAwMDAtQ0ExNy04N0I2LTdCQzUwRjhFRDRERn0=,True,True,1.325,,357.0,0b267453e7df01f8fa7f1bec65e230b884f6e8cef59aa2922a4449c6290b705f,53369.0,data\raw\dc_pass_docs\DCKA-2021-B-0009_Cancel.pdf,,,,
DCKA-2021-B-0009,ITS Systems Maintenance,DDOT,DCKA-2021-B-0009_Amd3.pdf,RENLQS0yMDIxLUItMDAwOcKmezgwODJDNTg1LTAwMDAtQzUxNi1CRUMxLTVCNDdCQkZBREQ4Q30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIxLUItMDAwOcKmezgwODJDNTg1LTAwMDAtQzUxNi1CRUMxLTVCNDdCQkZBREQ4Q30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIxLUItMDAwOcKmezgwODJDNTg1LTAwMDAtQzUxNi1CRUMxLTVCNDdCQkZBREQ4Q30=,True,True,1.396,,4049.0,0e6fb876c30a421c74cd0a993d4169a29451d33ba2658db59f2a24d31d1ea95b,180371.0,data\raw\dc_pass_docs\DCKA-2021-B-0009_Amd3.pdf,,,,
DCKA-2021-B-0009,ITS Systems Maintenance,DDOT,DCKA-2021-B-0009_Amd1.pdf,RENLQS0yMDIxLUItMDAwOcKme0EwNDQ1Rjg1LTAwMDAtQ0IxOS04REVELTBGNzI5NzgxRkIzRn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIxLUItMDAwOcKme0EwNDQ1Rjg1LTAwMDAtQ0IxOS04REVELTBGNzI5NzgxRkIzRn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIxLUItMDAwOcKme0EwNDQ1Rjg1LTAwMDAtQ0IxOS04REVELTBGNzI5NzgxRkIzRn0=,True,True,1.383,,6530.0,2bfc749e7ae97df858acbbe3a177cfd46c443080457ade81d2b4e84ae0cd58e6,195041.0,data\raw\dc_pass_docs\DCKA-2021-B-0009_Amd1.pdf,,,,
